article,volume,pageBegin,pageEnd
10.1007/978-3-540-79719-7_26,ICFP-3,225,233
10.1109/MASCOTS.2015.31,ICFP-3,185,198
10.1109/TVLSI.2006.878473,ICFP-3,231,247
10.1109/ICIS.2017.8332403,ICFP-3,140,154
10.1016/S0304-3975(00)00027-X,ICFP-3,47,60
10.1214/EJP.V19-2822,ICFP-3,12,28
10.1016/j.dam.2007.05.035,ICFP-3,40,52
10.1515/puma-2015-0003,ICFP-3,160,172
10.2478/V10178-012-0021-Z,ICFP-3,142,169
10.1007/978-2-287-99037-3_20,ICFP-3,198,209
10.1007/S10703-019-00332-1,ICFP-3,120,131
10.1109/TKDE.2003.1185836,ICFP-3,148,163
10.1109/OCEANSSYD.2010.5603681,ICFP-3,130,150
10.1007/978-3-319-03599-4_6,ICFP-3,206,223
10.1007/s00466-020-01916-z,ICFP-3,48,55
10.25596/jalc-2002-599,ICFP-3,165,178
10.1017/S1471068406002985,ICFP-3,199,210
10.1007/s002360050155,ICFP-3,188,206
10.1007/s00236-007-0049-9,ICFP-3,62,75
10.1007/s00453-004-1090-5,ICFP-3,55,67
10.1017/S0960129514000188,ICFP-3,41,54
10.1109/IACS.2015.7103206,ICFP-3,257,275
10.1109/ICEICE.2011.5778288,ICFP-3,187,203
10.1016/j.ic.2003.12.003,ICFP-3,23,34
10.1007/BF01275489,ICFP-3,68,81
10.1016/j.disc.2006.09.007,ICFP-3,267,286
10.1016/J.CL.2015.02.001,ICFP-3,89,111
10.1006/inco.2001.2967,ICFP-3,24,33
10.1007/978-3-030-59257-8,ICFP-3,175,189
10.1016/j.tcs.2009.10.005,ICFP-3,267,286
10.1007/BF01088524,ICFP-3,253,268
10.1109/HPCS.2018.00120,ICFP-3,225,248
10.1023/A:1005764526878,ICFP-3,98,115
10.1109/BigData47090.2019.9005994,ICFP-3,283,310
10.1201/b15385-20,ICFP-3,146,171
10.1007/BF03036469,ICFP-3,61,76
10.1198/tech.2007.s462,ICFP-3,81,101
10.1007/978-3-030-20981-0_2,ICFP-3,295,309
10.1007/11828563_15,ICFP-3,217,230
10.1109/MSST.2010.5496992,ICFP-3,190,202
10.7603/S40601-013-0005-1,ICFP-3,179,195
10.1145/3354166.3354178,ICFP-3,282,302
10.1007/BF00267863,ICFP-3,84,91
10.1007/3-540-45007-6_11,ICFP-3,160,177
10.4230/LIPIcs.ICALP.2017.123,ICFP-3,194,211
10.1145/2594291.2594305,ICFP-3,246,264
10.1109/CLOUD.2013.78,ICFP-3,82,89
10.1016/j.tcs.2011.04.006,ICFP-3,91,107
10.1007/BF00262977,ICFP-3,192,209
10.1109/CLUSTER.2017.24,ICFP-3,205,222
10.1007/s00224-004-1151-9,ICFP-3,298,310
10.1109/FUZZ-IEEE.2017.8015614,ICFP-3,267,281
10.1109/JLT.2003.808625,ICFP-3,86,104
10.1016/j.jsc.2016.11.015,ICFP-3,193,204
10.1007/b94115,ICFP-3,213,238
10.1007/978-3-540-70594-9_14,ICFP-3,96,112
10.3233/FI-2010-339,ICFP-3,168,185
10.1145/2926697.2926699,ICFP-3,195,213
10.1007/BF01189855,ICFP-3,67,88
10.1007/978-3-642-40104-6_25,ICFP-3,87,109
10.1007/s00236-016-0289-7,ICFP-3,81,99
10.1007/11808107_1,ICFP-3,282,300
10.1109/TAC.2008.925824,ICFP-3,167,181
10.1145/3366459,ICFP-3,214,224
10.14778/2311906.2311915,ICFP-3,256,277
10.1007/BF02243568,ICFP-3,80,87
10.2478/v10058-011-0026-1,ICFP-3,208,215
10.2478/v10006-009-0014-6,ICFP-3,204,219
10.1007/s11704-017-7063-z,ICFP-3,286,298
10.1145/3384390,ICFP-3,202,212
10.1007/978-3-030-28796-2,ICFP-3,3,21
10.1007/s11134-007-9034-9,ICFP-3,274,291
10.1109/69.683760,ICFP-3,237,242
10.1007/978-3-319-63100-4,ICFP-3,15,33
10.1016/B978-0-12-386870-1.50027-7,ICFP-3,259,269
10.1016/j.forsciint.2013.04.023,ICFP-3,264,289
10.1016/j.ic.2006.08.010,ICFP-3,274,293
10.1007/s00236-004-0139-x,ICFP-3,116,128
10.1109/ECBS.2003.1194802,ICFP-3,3,16
10.1007/BF00264035,ICFP-3,105,116
10.1109/HICSS.2004.1265699,ICFP-3,250,266
10.1002/rsa.10005,ICFP-3,233,250
10.1023/A:1008150101419,ICFP-3,150,162
10.4018/IJISP.2016010103,ICFP-3,140,157
10.1016/S0304-3975(02)00659-X,ICFP-3,10,27
10.4204/EPTCS.119.8,ICFP-3,227,236
10.1007/11917496_6,ICFP-3,247,266
10.1145/1996130.1996167,ICFP-3,179,199
10.1007/s11227-015-1438-4,ICFP-3,100,117
10.1007/s00236-005-0168-0,ICFP-3,34,52
10.1016/J.ENTCS.2010.08.043,ICFP-3,31,39
10.1016/j.tcs.2007.02.034,ICFP-3,230,240
10.1007/978-3-642-36089-3_20,ICFP-3,239,250
10.1145/571697.571701,ICFP-3,183,202
10.1007/BF01463944,ICFP-3,209,232
10.4204/EPTCS.166.3,ICFP-3,24,40
10.1007/978-3-319-10575-8_29,ICFP-3,278,290
10.1145/1127878.1127885,ICFP-3,228,253
10.1109/ITSC.2015.439,ICFP-3,219,232
10.1016/j.tcs.2009.03.014,ICFP-3,166,176
10.1007/978-3-642-03237-0_17,ICFP-3,239,257
10.1016/j.tcs.2011.08.037,ICFP-3,111,122
10.1007/BF01192158,ICFP-3,290,307
10.18637/JSS.V014.I12,ICFP-3,285,295
10.1080/02522667.2009.10699934,ICFP-3,108,119
10.1007/BF01614148,ICFP-3,100,122
10.1016/J.SPA.2018.08.014,ICFP-3,132,148
10.5120/8938-3077,ICFP-3,9,21
10.1007/978-0-8176-4705-6_14,ICFP-3,101,112
10.1007/978-3-540-74240-1_16,ICFP-3,70,91
10.2178/JSL/1122038917,ICFP-3,189,199
10.1109/ICCACS.2015.7361347,ICFP-4,96,104
10.1109/ICSSSM.2008.4598528,ICFP-4,126,139
10.1023/B:ANOR.0000039523.95673.33,ICFP-4,185,203
10.1007/s10846-020-01230-z,ICFP-4,119,127
10.5784/24-2-65,ICFP-4,4,25
10.1016/j.tcs.2019.12.030,ICFP-4,270,279
10.1007/978-3-642-32332-4_3,ICFP-4,79,96
10.1109/P2P.2006.48,ICFP-4,211,219
10.1142/S0129054111009070,ICFP-4,128,139
10.30757/ALEA.V15-16,ICFP-4,13,27
10.1007/978-3-642-33078-0_38,ICFP-4,51,62
10.4018/978-1-60566-242-8.CH037,ICFP-4,151,169
10.1007/BF00268317,ICFP-4,80,98
10.1016/j.ic.2020.104603,ICFP-4,291,310
10.1068/b130199p,ICFP-4,76,95
10.1109/ACSD.2012.11,ICFP-4,191,206
10.1007/978-3-319-63387-9_21,ICFP-4,3,13
10.6092/UNIBO/AMSDOTTORATO/7512,ICFP-4,80,97
10.1007/978-3-642-31653-1_2,ICFP-4,179,196
10.1007/s00224-011-9357-0,ICFP-4,99,114
10.3990/1.9789036538527,ICFP-4,217,237
10.1016/J.TRC.2019.03.012,ICFP-4,230,233
10.1109/MULMM.2004.1264991,ICFP-4,119,132
10.1145/2535838.2535842,ICFP-4,186,197
10.1108/HFF-04-2017-0143,ICFP-4,247,260
10.1016/j.tcs.2013.01.003,ICFP-4,161,173
10.1109/MDM.2019.00-66,ICFP-4,109,134
10.1134/S1064230718030085,ICFP-4,120,142
10.1007/978-3-642-03331-5_1,ICFP-4,136,149
10.1109/ICSE.2005.1553583,ICFP-4,177,191
10.1145/2724525.2724569,ICFP-4,15,26
10.1016/S1571-0661(04)81017-X,ICFP-4,290,304
10.1007/978-3-540-27813-9_9,ICFP-4,42,58
10.1016/J.AMC.2013.05.004,ICFP-4,183,196
10.1007/978-3-642-13562-0_35,ICFP-4,299,318
10.5220/0002789004030410,ICFP-4,247,274
10.1142/S0129054105003340,ICFP-4,58,81
10.1016/j.is.2018.09.005,ICFP-4,82,100
10.1007/s10586-018-1916-6,ICFP-4,211,228
10.1016/j.dam.2010.03.014,ICFP-4,159,177
10.1016/j.jvlc.2012.10.002,ICFP-4,88,101
10.1007/BF00264295,ICFP-4,11,21
10.1016/j.tcs.2017.11.018,ICFP-4,133,151
10.1007/978-3-662-58771-3_15,ICFP-4,35,51
10.1002/malq.200810038,ICFP-4,275,291
10.1007/978-3-319-44479-6_14,ICFP-4,59,64
10.1007/11737414_7,ICFP-4,216,225
10.1145/2588555.2595631,ICFP-4,287,297
10.1007/978-3-540-39893-6_14,ICFP-4,219,233
10.1007/BF00264600,ICFP-4,140,153
10.7916/D8377GQ7,ICFP-4,173,180
10.1007/978-3-540-71070-7_30,ICFP-4,220,234
10.1109/ICUMT.2009.5345568,ICFP-4,5,17
10.5802/AIF.2447,ICFP-4,45,57
10.24200/SCI.2017.4296,ICFP-4,269,290
10.1145/2370776.2370784,ICFP-4,177,180
10.1007/s00236-013-0188-0,ICFP-4,157,175
10.3233/AIC-2009-0445,ICFP-4,139,160
10.1007/978-1-4614-5725-1_2,ICFP-4,18,31
10.1007/978-3-540-31862-0_32,ICFP-4,140,154
10.1145/1706356.1706372,ICFP-4,124,146
10.1007/978-3-642-17458-2_2,ICFP-4,185,204
10.1109/ISIT.2007.4557207,ICFP-4,198,213
10.1007/978-3-642-15543-7_2,ICFP-4,242,260
10.1016/J.TCS.2004.11.021,ICFP-4,214,217
10.1007/978-3-540-24633-6_4,ICFP-4,287,307
10.1016/S1574-6526(07)03001-5,ICFP-4,234,259
10.1016/S0304-3975(02)00233-5,ICFP-4,292,301
10.1109/ICSEA.2008.46,ICFP-4,179,185
10.1109/ASE.2000.873674,ICFP-4,209,228
10.14236/EWIC/FM1998.9,ICFP-4,282,307
10.1007/BF00279951,ICFP-4,221,230
10.1007/978-3-030-03840-3_34,ICFP-4,202,211
10.34096/ICS.I23.748,ICFP-4,202,217
10.1007/s10922-020-09549-6,ICFP-4,214,222
10.1007/978-3-319-99813-8_31,ICFP-4,292,312
10.1016/j.tcs.2020.02.011,ICFP-4,265,271
10.1109/TAI.2003.1250220,ICFP-4,59,80
10.1142/10623,ICFP-4,30,39
10.1007/978-3-540-69407-6_2,ICFP-4,68,86
10.1016/j.jcss.2007.06.023,ICFP-4,71,87
10.1007/s10009-009-0107-4,ICFP-4,5,21
10.1007/978-3-319-77313-1_23,ICFP-4,229,248
10.1007/978-3-319-00293-4_11,ICFP-4,17,31
10.1007/3-540-44685-0_19,ICFP-4,219,227
10.1007/978-3-540-68746-7_6,ICFP-4,157,171
10.1016/j.infsof.2007.10.010,ICFP-4,236,248
10.1080/00207543.2012.693637,ICFP-4,178,182
10.1007/978-3-540-85097-7_26,ICFP-4,228,248
10.1109/BICTA.2010.5645276,ICFP-4,30,43
10.5075/EPFL-THESIS-7979,ICFP-4,72,92
10.1109/TPAMI.2008.145,ICFP-4,193,202
10.1145/3034786.3034799,ICFP-4,87,99
10.1007/s00287-020-01295-y,ICFP-4,279,291
10.1016/j.entcs.2008.02.021,ICFP-4,8,27
10.1016/j.datak.2018.04.005,ICFP-4,174,186
10.4230/LIPIcs.ICALP.2017.90,ICFP-4,70,86
10.1007/s10115-019-01402-w,ICFP-4,67,79
10.1515/agriceng-2016-0061,ICFP-4,165,178
10.1007/978-3-642-01364-5_2,ICFP-4,208,220
10.1017/S096354831200017X,ICFP-4,49,57
10.1007/978-3-0348-8211-8_23,ICFP-4,180,197
10.1007/978-3-642-00596-1_17,ICFP-4,164,170
10.1109/ICPADS51040.2020.00011,ICFP-4,135,145
10.1145/2643135.2643141,ICFP-4,247,256
10.1007/BF01213204,ICFP-4,93,102
10.4204/EPTCS.285.2,ICFP-4,281,299
10.1093/logcom/exm030,ICFP-4,17,32
10.1109/FOCS.2010.69,ICFP-4,91,101
10.1109/APSEC.2001.991501,ICFP-4,266,276
10.1016/S0377-2217(02)00760-9,ICFP-4,36,46
10.1007/BF00290149,ICFP-4,136,155
10.1007/s00778-017-0463-8,ICFP-4,288,304
10.1145/1389449.1389474,ICFP-4,37,44
10.4156/JDCTA.VOL4.ISSUE6.3,ICFP-4,69,82
10.1051/0004-6361:20031730,ICFP-4,159,171
10.1016/j.ipl.2015.07.009,ICFP-4,34,47
10.1007/978-3-319-47958-3_6,ICFP-4,238,252
10.5220/0004420602580266,ICFP-4,296,314
10.1016/j.tcs.2011.04.019,ICFP-4,162,181
10.1109/PDP.2014.18,ICFP-4,89,107
10.1007/978-3-030-61588-8,ICFP-4,274,302
10.1016/J.INS.2019.05.021,ICFP-4,105,121
10.1016/j.tcs.2019.11.023,ICFP-4,26,39
10.1007/11573036_13,ICFP-4,62,71
10.4018/978-1-5225-5152-2.CH016,ICFP-4,293,306
10.1109/TSMCA.2008.923043,ICFP-4,246,256
10.1201/b15385-16,ICFP-4,17,38
10.1080/00207169608804511,ICFP-4,256,269
10.1145/960126.806908,ICFP-4,146,161
10.1016/j.tcs.2004.11.004,ICFP-4,188,205
10.1016/J.OCEANENG.2009.01.019,ICFP-4,238,253
10.1109/TAC.2019.2912484,ICFP-4,53,66
10.1016/0022-0000(85)90011-X,ICFP-4,192,200
10.1016/j.rcim.2020.102051,ICFP-4,49,64
10.1016/0304-3975(95)00035-U,ICFP-4,51,66
10.1007/978-3-319-21413-9,ICFP-4,80,86
10.1016/j.ipm.2019.102168,ICFP-4,140,163
10.1109/ASP-DAC47756.2020.9045617,ICFP-4,294,303
10.1142/9789812773289_0016,ICFP-4,49,69
10.1145/1352582.1352588,ICFP-4,240,253
10.1007/978-3-319-74730-9_7,ICFP-4,107,126
10.22028/D291-25965,ICFP-4,5,22
10.1142/S0129054101000898,ICFP-4,137,156
10.1007/978-3-642-03409-1_20,ICFP-4,173,183
10.1007/BF01407930,ICFP-4,184,192
10.1007/BF01257083,ICFP-4,295,301
10.1080/13658816.2012.743663,ICFP-4,170,180
10.1117/12.635581,ICFP-4,134,152
10.1007/978-3-642-40229-6,ICFP-4,33,45
10.1007/978-3-642-31131-4_11,ICFP-4,228,241
10.1007/s11704-016-5525-3,ICFP-4,129,145
10.1145/1086228.1086277,ICFP-4,3,24
10.1007/BF00283330,ICFP-4,166,184
10.18452/15643,ICFP-4,67,75
10.1007/978-3-642-22321-1_14,ICFP-4,181,200
10.1145/3151759.3151814,ICFP-4,216,221
10.1007/978-3-319-03780-6_9,ICFP-4,96,108
10.1007/978-3-662-44145-9,ICFP-4,255,267
10.1016/j.ipm.2011.01.005,ICFP-4,39,51
10.1007/BF00289158,ICFP-4,125,131
10.1002/stvr.252,ICFP-4,120,138
10.1016/S0304-3975(00)00156-0,ICFP-4,122,132
10.4204/EPTCS.284.2,ICFP-4,183,193
10.1016/j.ejor.2006.06.062,ICFP-4,28,43
10.1145/3242173,ICFP-4,252,268
10.1016/j.tcs.2020.01.005,ICFP-4,174,195
10.1109/ICBDA.2019.8713219,ICFP-4,213,223
10.1109/SERVICES.2011.24,ICFP-4,50,64
10.1007/978-3-540-45209-6_97,ICFP-4,41,56
10.1007/BF01209623,ICFP-4,130,133
10.1007/978-1-4899-0574-1_31,ICFP-4,257,271
10.1007/978-3-319-96151-4_32,ICFP-4,200,218
10.1016/j.jlamp.2015.10.005,ICFP-4,251,267
10.1007/978-3-030-31038-7,ICFP-4,189,205
10.1109/ACCESS.2018.2859758,ICFP-4,299,318
10.1007/BFb0038186,ICFP-4,52,63
10.1007/978-981-10-3611-8_2,ICFP-4,138,156
10.1007/BF01188717,ICFP-4,264,274
10.1109/GC46384.2019.00013,ICFP-4,51,69
10.1145/800020.808245,ICFP-4,219,233
10.1145/1040291.1040292,ICFP-4,224,235
10.1007/BF00289162,ICFP-4,44,61
10.1007/978-1-4419-7997-1_28,ICFP-4,83,99
10.1504/IJDMMM.2014.066766,ICFP-4,22,44
10.1007/s00236-004-0159-6,ICFP-4,128,143
10.1109/CLUSTER.2015.100,ICFP-4,268,286
10.1007/11533719_77,ICFP-4,53,66
10.1007/s00236-018-0319-8,ICFP-4,52,66
10.1142/S0129054113500068,ICFP-4,296,311
10.1057/9781137317582_14,ICFP-4,20,37
10.1007/978-3-030-25540-4_22,ICFP-4,280,286
10.1515/JEPSEM-2017-0005,ICFP-4,133,156
10.1007/11733836_44,ICFP-4,250,261
10.1007/BF00289579,ICFP-4,245,258
10.1142/S021812740601591X,ICFP-4,95,115
10.1007/s00236-005-0175-1,ICFP-4,250,260
10.14232/actacyb.22.2.2015.8,ICFP-4,281,295
10.1007/s00236-012-0165-z,ICFP-4,109,127
10.1016/j.ejor.2017.09.015,ICFP-4,50,60
10.1145/317795.317804,ICFP-4,248,259
10.1007/s00779-017-1008-2,ICFP-4,190,202
10.1007/978-3-642-28655-1_31,ICFP-4,54,63
10.1007/978-1-4939-7131-2_110183,ICFP-4,13,38
10.1007/978-0-387-35973-1_239,ICFP-4,35,48
10.7287/peerj.preprints.2483v1,ICFP-4,173,188
10.1007/s002360050091,ICFP-4,266,279
10.1007/11814771_14,ICFP-4,192,205
10.1016/j.tcs.2004.12.032,ICFP-4,254,268
10.1007/BF00264278,ICFP-4,253,270
10.1007/11537311_5,ICFP-4,54,68
10.1007/s00236-002-0106-3,ICFP-4,18,33
10.1145/2847538.2847542,ICFP-4,174,190
10.1109/HICSS.2007.24,ICFP-4,48,58
10.1016/j.cor.2014.04.005,ICFP-4,244,262
10.1109/CoDIT.2014.6996908,ICFP-4,187,204
10.1016/j.entcs.2003.12.004,ICFP-4,55,74
10.1007/S00791-006-0019-8,ICFP-4,294,305
10.1109/NGI.2006.1678266,ICFP-4,206,221
10.4204/EPTCS.276.10,ICFP-4,279,294
10.1002/cpe.3882,ICFP-4,252,264
10.1287/opre.1110.0914,ICFP-4,216,244
10.1016/j.apal.2011.11.001,ICFP-4,258,279
10.1007/BFb0017135,ICFP-4,273,291
10.1007/s002360050078,ICFP-4,150,161
10.1016/j.cie.2009.04.014,ICFP-4,138,159
10.1007/s00453-012-9629-3,ICFP-4,297,311
10.1145/2814251.2814257,ICFP-4,75,95
10.1016/0898-1221(95)00029-X,ICFP-4,198,214
10.4204/EPTCS.206.4,ICFP-4,53,70
10.1007/978-981-15-3415-7_42,ICFP-4,278,283
10.1007/978-3-642-17458-2,ICFP-4,258,273
10.1016/S0304-3975(02)00541-8,ICFP-4,250,265
10.3233/FI-2017-1548,ICFP-4,13,24
10.1016/j.tcs.2006.08.010,ICFP-4,22,28
10.1007/978-3-540-39724-3_11,ICFP-4,298,312
10.1007/978-3-540-30114-1_15,ICFP-4,62,70
10.1007/BF01237234,ICFP-4,130,148
10.1007/978-3-319-03680-9_36,ICFP-4,44,57
10.1109/INFOSEEE.2014.6946267,ICFP-4,243,252
10.1016/j.pmcj.2016.07.002,ICFP-4,190,203
10.1016/J.IJPE.2013.07.013,ICFP-4,277,292
10.1515/astro-2018-0009,ICFP-4,67,79
10.1177/1748301816640714,ICFP-4,287,309
10.1007/s11390-018-1813-8,ICFP-5,252,265
10.1016/S0020-0190(02)00511-2,ICFP-5,153,174
10.1016/S0304-3975(98)00181-9,ICFP-5,33,49
10.1007/s10878-006-9040-6,ICFP-5,133,146
10.1109/BigData.2016.7840697,ICFP-5,118,133
10.1007/978-3-642-11257-7_9,ICFP-5,140,157
10.1007/978-3-662-44584-6_7,ICFP-5,61,79
10.1007/978-0-387-09680-3_21,ICFP-5,209,219
10.1016/0020-7373(91)90021-X,ICFP-5,123,138
10.1007/978-3-662-44602-7,ICFP-5,58,76
10.2495/CR040631,ICFP-5,163,180
10.1016/S1570-8683(03)00008-9,ICFP-5,157,173
10.1016/j.ic.2019.104482,ICFP-5,112,128
10.2991/ICMT-13.2013.115,ICFP-5,243,257
10.1007/978-3-642-39212-2_17,ICFP-5,55,66
10.1002/scj.10273,ICFP-5,126,138
10.1016/j.tcs.2004.09.040,ICFP-5,208,220
10.1016/j.jcp.2012.07.029,ICFP-5,168,193
10.1016/j.tcs.2015.02.023,ICFP-5,279,282
10.1007/11576280_26,ICFP-5,191,205
10.1007/s00165-007-0024-9,ICFP-5,249,262
10.1145/1216374.1216375,ICFP-5,179,184
10.1023/A:1019047229571,ICFP-5,132,140
10.1007/978-1-4939-2864-4_543,ICFP-5,222,236
10.1007/978-3-642-12450-1_16,ICFP-5,234,247
10.1109/RE.2006.25,ICFP-5,285,296
10.1007/s10878-016-0074-0,ICFP-5,45,68
10.21090/ijaerd.65090,ICFP-5,138,151
10.1145/2882903.2882912,ICFP-5,193,203
10.1016/J.SCICO.2018.10.006,ICFP-5,154,162
10.1007/s00236-005-0164-4,ICFP-5,209,225
10.4230/LIPIcs.FSTTCS.2014.431,ICFP-5,107,121
10.1145/2930889.2930928,ICFP-5,58,75
10.1007/BF00268498,ICFP-5,204,214
10.1145/1005285.1005321,ICFP-5,36,52
10.1007/978-3-642-21461-5_9,ICFP-5,164,179
10.1007/978-3-642-23938-0_1,ICFP-5,165,177
10.1007/978-3-319-14977-6_12,ICFP-5,261,273
10.1007/978-3-319-57861-3_10,ICFP-5,120,129
10.1007/BFb0015727,ICFP-5,64,76
10.1007/BF01178512,ICFP-5,294,304
10.1016/j.tcs.2006.06.028,ICFP-5,266,285
10.1007/3-540-29953-x_10,ICFP-5,268,277
10.25596/jalc-2008-249,ICFP-5,128,155
10.1093/jigpal/jzi032,ICFP-5,77,81
10.3233/FI-2015-1219,ICFP-5,50,67
10.1051/ita/2018006,ICFP-5,186,195
10.1007/BF01213079,ICFP-5,287,309
10.1002/qre.1305,ICFP-5,293,300
10.1007/978-3-540-39866-0_30,ICFP-5,203,220
10.1007/978-3-319-32049-6_10,ICFP-5,214,231
10.1201/B11429-19,ICFP-5,75,88
10.1016/j.jcss.2004.03.006,ICFP-5,67,83
10.1109/ICFN.2009.51,ICFP-5,160,174
10.1007/BF02704178,ICFP-5,11,29
10.1016/j.cor.2005.11.019,ICFP-5,34,42
10.1007/978-3-662-45049-9_58,ICFP-5,213,232
10.1007/978-3-642-30409-5_4,ICFP-5,300,303
10.1007/978-3-319-10575-8_30,ICFP-5,203,228
10.1016/j.peva.2007.05.002,ICFP-5,250,270
10.1016/S0020-0190(00)00127-7,ICFP-5,100,113
10.1007/BF00271340,ICFP-5,100,106
10.1145/3037697.3037744,ICFP-5,267,277
10.1007/s10878-015-9857-y,ICFP-5,97,113
10.1007/BFb0032056,ICFP-5,45,55
10.1016/j.rbms.2016.06.002,ICFP-5,108,119
10.1145/1289971.1289980,ICFP-5,82,93
10.1137/100791634,ICFP-5,45,56
10.1007/BF00289049,ICFP-5,294,311
10.1007/978-3-030-51825-7_29,ICFP-5,75,91
10.4108/ICST.SIMUTOOLS.2012.247805,ICFP-5,254,262
10.14778/3115404.3115405,ICFP-5,254,265
10.4204/EPTCS.226.16,ICFP-5,178,197
10.1007/978-3-319-05032-4_4,ICFP-5,163,177
10.1080/21681015.2017.1295404,ICFP-5,55,74
10.4230/LIPIcs.ESA.2019.35,ICFP-5,293,300
10.1017/BSL.2015.31,ICFP-5,297,316
10.1109/TASE.2011.45,ICFP-5,289,306
10.1109/TPDS.2018.2887380,ICFP-5,123,138
10.1016/J.CIRP.2019.05.002,ICFP-5,168,185
10.1145/958491.958500,ICFP-5,179,194
10.1145/1507244.1507250,ICFP-5,151,172
10.1109/PCCC.2010.5682311,ICFP-5,30,43
10.1007/BF00265770,ICFP-5,233,242
10.2478/v10152-012-0031-y,ICFP-5,82,100
10.1111/tgis.12200,ICFP-5,227,233
10.1007/0-387-21658-8_6,ICFP-5,258,268
10.1016/j.procs.2019.09.297,ICFP-5,234,251
10.1016/J.SPL.2006.04.020,ICFP-5,240,254
10.1109/ICCES.2016.7821993,ICFP-5,99,117
10.1007/978-3-642-15979-4_74,ICFP-5,211,229
10.1201/9780203489802.ch15,ICFP-5,27,43
10.1109/TCBB.2008.33,ICFP-5,65,78
10.1145/2580950,ICFP-5,50,63
10.1007/BF00290143,ICFP-5,186,204
10.1109/IPDPSW.2014.168,ICFP-5,125,145
10.1109/TKDE.2017.2705083,ICFP-5,113,117
10.1016/S0020-0190(98)00128-8,ICFP-5,199,217
10.5278/VBN.PHD.ENGSCI.00182,ICFP-5,234,244
10.1016/j.disopt.2010.02.005,ICFP-5,29,38
10.1007/978-3-642-02742-0_11,ICFP-5,226,248
10.1007/978-3-540-72788-0_12,ICFP-5,275,292
10.1016/j.compenvurbsys.2007.08.007,ICFP-5,175,192
10.1145/2593069.2593088,ICFP-5,156,169
10.5860/choice.47-2623,ICFP-5,5,13
10.7561/SACS.2015.2.211,ICFP-5,163,193
10.1007/s00236-005-0170-6,ICFP-5,128,139
10.1007/S10703-018-0322-2,ICFP-5,248,271
10.1142/S0129054110007611,ICFP-5,146,169
10.4204/EPTCS.300.2,ICFP-5,171,189
10.1145/997817.997854,ICFP-5,272,290
10.1007/11751595_118,ICFP-5,102,120
10.1007/978-3-642-12029-9_22,ICFP-5,183,205
10.1109/ACCESS.2013.2281080,ICFP-5,86,101
10.1007/978-3-030-12797-8_5,ICFP-5,238,254
10.1016/j.tcs.2009.09.006,ICFP-5,155,171
10.1007/978-3-319-22750-4_1,ICFP-5,119,127
10.5220/0002394401960204,ICFP-5,217,223
10.1007/s42979-020-00242-8,ICFP-5,185,207
10.1016/j.artint.2004.04.002,ICFP-5,114,128
10.1007/978-3-030-51831-8_7,ICFP-5,278,290
10.1007/978-3-319-47846-3_13,ICFP-5,195,213
10.1145/2048147.2048177,ICFP-5,105,117
10.1353/cjl.2010.0009,ICFP-5,263,268
10.2478/msp-2019-0073,ICFP-5,69,84
10.1007/978-3-030-39881-1_14,ICFP-5,192,210
10.1145/2043910.2043917,ICFP-5,93,112
10.1007/3-540-45032-7_5,ICFP-5,80,94
10.1016/S0890-5401(03)00065-8,ICFP-5,269,278
10.1145/1365562.1365594,ICFP-5,27,33
10.1016/S0020-0190(00)00167-8,ICFP-5,287,300
10.2200/S00892ED1V01Y201901DTM056,ICFP-5,292,308
10.1007/978-3-319-05119-2_14,ICFP-5,240,253
10.1007/978-3-642-35873-9_15,ICFP-5,273,298
10.1109/T-WC.2008.071376,ICFP-5,194,211
10.1016/j.ipl.2005.11.017,ICFP-5,101,108
10.1016/S0019-9958(83)80043-6,ICFP-5,222,237
10.1007/978-3-642-39088-3_1,ICFP-5,285,297
10.3217/jucs-008-02-0243,ICFP-5,150,166
10.1007/s00236-009-0091-x,ICFP-5,147,163
10.1109/GRC.2009.5255026,ICFP-5,114,122
10.1007/978-3-642-13953-6_14,ICFP-5,84,95
10.1016/j.scico.2015.10.006,ICFP-5,56,69
10.4230/LIPIcs.ICALP.2018.119,ICFP-5,141,150
10.1007/s00224-018-9873-2,ICFP-5,101,113
10.1145/1140612.1140614,ICFP-5,175,183
10.1016/j.ipl.2016.01.011,ICFP-5,273,280
10.1007/3-540-48320-9_12,ICFP-5,178,189
10.1007/s00236-005-0165-3,ICFP-5,272,286
10.1007/978-1-4419-0516-1_6,ICFP-5,119,129
10.1016/j.jcss.2011.12.012,ICFP-5,116,133
10.1007/BF00288975,ICFP-5,29,47
10.1016/j.tcs.2004.09.037,ICFP-5,161,177
10.1016/S0304-3975(01)00357-7,ICFP-5,95,117
10.1145/2422436.2422479,ICFP-5,264,272
10.1109/BICTA.2009.5338159,ICFP-5,227,230
10.1145/3150928.3150947,ICFP-5,58,78
10.1007/BF00288745,ICFP-5,141,165
10.1109/ICDCS.2017.267,ICFP-5,60,73
10.4204/EPTCS.179.2,ICFP-5,232,259
10.1007/978-3-540-69534-9_23,ICFP-5,86,98
10.1016/j.entcs.2008.02.020,ICFP-5,9,24
10.1016/0096-0551(80)90006-5,ICFP-5,1,26
10.1109/NETWKS.2010.5624921,ICFP-5,43,64
10.1007/11430919_68,ICFP-5,191,208
10.1007/s10766-007-0059-9,ICFP-5,94,110
10.1109/ISCC.2008.4625708,ICFP-5,170,183
10.1145/326619.326625,ICFP-5,45,61
