doi,title,abstract,publication_date
10.1145/3083157.3083159,Turning coders into makers: the promise of embedded design generation,,2015-03-20
10.1109/DSN.2018.00027,Algorithmic Attack Synthesis Using Hybrid Dynamics of Power Grid Critical Infrastructures,,2015-03-20
10.1007/978-3-319-57666-4_7,Constrained Synthesis from Component Libraries,,2017-03-20
10.1145/3425898.3426952,Modeling black-box components with probabilistic synthesis,,2019-03-20
10.17706/JSW.14.6.227-246,Program Synthesis and Vulnerability Injection Using a Grammar VAE,,2017-03-20
10.1007/978-3-030-53291-8_32,Decidable Synthesis of Programs with Uninterpreted Functions,,2018-03-20
10.1016/j.scico.2018.10.003,Constrained synthesis from component libraries,,2014-03-20
10.1049/IET-CPS.2018.5006,Survey on automated symbolic verification and its application for synthesising cyber-physical systems,,2017-03-20
10.1007/s00236-019-00340-y,Programming by predicates: a formal model for interactive synthesis,,2013-03-20
10.1016/j.ifacol.2018.08.002,Generating Dominant Strategies for Continuous Two-Player Zero-Sum Games,,2012-03-20
10.1007/978-3-030-25543-5_23,Inferring Inductive Invariants from Phase Structures,,2017-03-20
10.1007/S10703-019-00332-1,TeLEx: learning signal temporal logic from positive examples using tightness metric,,2017-03-20
10.1109/MEMCOD.2018.8556946,UCLID5: Integrating Modeling  Verification  Synthesis and Learning,,2017-03-20
10.1109/FMCAD.2016.7886664,On ∃ ∀ ∃! solving: A case study on automated synthesis of magic card tricks,,2012-03-20
10.1007/978-3-319-96142-2_17,Understanding and Extending Incremental Determinization for 2QBF,,2014-03-20
10.1007/978-3-030-28423-7_1,Trust  Resilience and Interpretability of AI Models,,2012-03-20
10.1145/3371073,Complexity and information in invariant inference,,2018-03-20
10.1145/3385412.3386025,Question selection for interactive program synthesis,,2011-03-20
10.3390/computers9020027,Cognification of Program Synthesis - A Systematic Feature-Oriented Analysis and Future Direction,,2014-03-20
10.1007/978-3-662-54577-5_16,Interpolation-Based GR(1) Assumptions Refinement,,2015-03-20
10.1007/978-3-319-67531-2_13,TeLEx: Passive STL Learning Using Only Positive Examples,,2017-03-20
10.1007/978-3-030-25540-4_17,Overfitting in Synthesis: Theory and Practice,,2011-03-20
10.1145/3388218.3388222,Analyzing Cyber-Physical Systems from the Perspective of Artificial Intelligence,,2012-03-20
10.1007/978-3-319-57288-8_7,On Learning Sparse Boolean Formulae for Explaining AI Decisions,,2013-03-20
10.15607/RSS.2017.XIII.049,Learning Lyapunov (Potential) Functions from Counterexamples and Demonstrations,,2012-03-20
10.1109/PACT.2019.00013,Type-Directed Program Synthesis and Constraint Generation for Library Portability,,2015-03-20
10.1186/s12859-017-1662-4,A theorem proving approach for automatically synthesizing visualizations of flow cytometry data,,2020-03-20
10.1007/s10514-018-9791-9,Learning control lyapunov functions from counterexamples and demonstrations,,2019-03-20
10.1007/978-3-319-95246-8_24,Cyber-Physical Systems Education: Explorations and Dreams,,2013-03-20
10.1109/TCAD.2017.2764482,Template-Based Parameterized Synthesis of Uniform Instruction-Level Abstractions for SoC Verification,,2014-03-20
10.1515/geoca-2018-0013,Garavellite and associated sulphosalts from the Strieborná vein in the Rožňava ore field (Western Carpathians),,2013-03-20
10.1515/10.15/QUAGEO–2017–0020,Differences in the rural structure of Slovakia in the context of socio-spatial polarisation,,2017-03-20
10.1177/0954008310364423,Thermo-oxidative Degradation of Polymers Containing Phosphorus in the Main Chain,,2014-03-20
10.1201/B15664-63,Thermal Composition Measurement,,2013-03-20
10.1007/978-3-540-70881-0_12,Chase of Recursive Queries,,2012-03-20
10.1007/BF00268842,Termination conventions and comparative semantics,,2016-03-20
10.1007/978-3-030-31038-7,Unifying Theories of Programming: 7th International Symposium  UTP 2019  Dedicated to Tony Hoare on the Occasion of His 85th Birthday  Porto  Portugal  October 8  2019  Proceedings,,2016-03-20
10.1007/978-3-030-31038-7_5,Probabilistic Semantics for RoboChart - A Weakest Completion Approach,,2018-03-20
10.1007/s00236-006-0029-5,Verification conditions are code,,2013-03-20
10.1109/CDC.2008.4738754,On the analysis of G-queues under heavy traffic,,2019-03-20
10.21936/SI2006_V27.N4.564,Simulation of a multi-server queue with negative arrivals,,2018-03-20
10.1007/s10586-007-0016-9,Mean-variance performance optimization of response time in a tandem router network with batch arrivals,,2019-03-20
10.1007/S12351-017-0369-7,Equilibrium customer behavior in the M/M/1 retrial queue with working vacations and a constant retrial rate,,2015-03-20
10.1142/9781860948923_0010,Quantiles of Sojourn Times,,2012-03-20
10.1109/IPDPS.2005.312,Optimization of a tandem M/GI/1 router network with batch arrivals,,2014-03-20
10.1109/LCN.2002.1181854,The MM /spl Sigma//sub k=1//sup K/ CPP/sub k//GE/c/L G-queue and its application to the analysis of the load balancing in MPLS networks,,2014-03-20
10.1016/j.peva.2004.07.019,A single-server G-queue in discrete-time with geometrical arrival and service process,,2018-03-20
10.1016/j.peva.2010.12.005,A new solution for a queueing model of a manufacturing cell with negative customers under a rotation rule,,2013-03-20
10.1109/QEST.2004.10045,Sojourn time distributions in modulated G-queues with batch processing,,2020-03-20
10.1016/j.compeleceng.2012.04.002,An efficient model for dimensioning an ATA-based virtual storage system,,2012-03-20
10.1023/A:1015842221910,The MM CPP/GE/c G-Queue: Sojourn Time Distribution,,2018-03-20
10.1109/NOMS.2006.1687629,Performance Optimization of Mean Response Time in a Tandem Router Network with Batch Arrivals,,2012-03-20
10.1109/MASCOT.2004.1348192,An optimisation model for a two-node router network,,2014-03-20
10.3934/JIMO.2015.11.779,On a discrete-time GI$^X$/Geo/1/N-G queue with randomizedworking vacations and at most $J$ vacations,,2019-03-20
10.1080/15326340903291347,The Geo/G/1 Queue with Negative Customers and Disasters,,2014-03-20
10.1016/j.mcm.2010.08.006,Bibliography on G-networks  negative customers and applications,,2019-03-20
10.1016/j.peva.2006.05.001,The MM sum(k=1 to K of CPPk/GE/c/L) G-queue with heterogeneous servers: Steady state solution and an application to performance evaluation,,2013-03-20
10.1016/J.APM.2009.09.015,A GI/Geo/1 queue with negative and positive customers,,2013-03-20
10.1007/978-3-642-02742-0_19,Spectral Expansion Solutions for Markov-Modulated Queues,,2015-03-20
10.1007/978-3-642-02742-0_26,Generalized QBD Processes  Spectral Expansion and Performance Modeling Applications,,2018-03-20
10.1109/QEST.2004.41,Sojourn time distributions in modulated G-queues with batch processing,,2020-03-20
10.1016/J.APM.2009.10.025,An efficient computation algorithm for a multiserver feedback retrial queue with a large queueing capacity,,2019-03-20
10.1016/J.JKSS.2013.03.002,Discrete-time GIX/Geo/1/N queue with negative customers and multiple working vacations,,2014-03-20
10.18280/jesa.530110,A Model for Compound Poisson Process Queuing System with Batch Arrivals and Services,,2012-03-20
10.1023/A:1023606704003,G-Networks: Development of the Theory of Multiplicative Networks,,2013-03-20
10.1007/978-3-319-47166-2_40,A Calculus for Open Ensembles and Their Composition,,2014-03-20
10.4230/LIPIcs.CSL.2017.25,Precongruence Formats with Lookahead through Modal Decomposition,,2011-03-20
10.1007/978-3-540-48654-1_20,Weak Sequential Composition in Process Algebras,,2014-03-20
10.1007/978-3-319-27810-0_16,Rule Formats for Bounded Nondeterminism in Structural Operational Semantics,,2019-03-20
10.4204/EPTCS.18.1,A Bisimulation-based Method for Proving the Validity of Equations in GSOS Languages,,2011-03-20
10.1007/s00224-018-9873-2,Process Algebra with Strategic Interleaving,,2015-03-20
10.1017/S0960129511000417,Proving the validity of equations in GSOS languages using rule-matching bisimilarity,,2019-03-20
10.7561/SACS.2020.2.205,Probabilistic process algebra and strategic interleaving,,2011-03-20
10.1109/SCIS-ISIS.2014.7044708,Enzymatic numerical P systems for basic operations and sorting,,2013-03-20
10.1109/BICTA.2008.4656718,A method to encrypt information with DNA computing,,2018-03-20
10.1007/978-3-030-15127-0_14,A New Communication P System Model Based on Hypergraph,,2011-03-20
10.1142/S012905411240062X,A Tissue P System Based solution to quadratic Assignment Problem,,2017-03-20
10.1142/S0129054111008222,Logic and Arithmetic Operations with a Constant Number of Steps in Membrane Computing,,2015-03-20
10.12733/JICS20101975,A Variant of P System with a Chain Structure,,2018-03-20
10.1109/BICTA.2009.5338159,Solving satisfiability problems with membrane algorithms,,2015-03-20
10.1016/J.IJLEO.2013.08.032,A hybrid membrane evolutionary algorithm for solving constrained optimization problems,,2011-03-20
10.1109/BICTA.2010.5645276,P systems with shuffle operation,,2016-03-20
10.1016/j.tcs.2014.05.004,Accelerated execution of P systems with active membranes to solve the N-queens problem,,2020-03-20
10.3217/jucs-018-13-1782,P Systems with Shuffle Operation and Catalytic-Like Rules,,2014-03-20
10.1007/978-3-642-05253-8_7,A Uniform Solution to HPP in Terms of Membrane Computing,,2015-03-20
10.1109/ICNC.2012.46,Asynchronous P Systems for Graph Coloring Problems,,2019-03-20
10.1007/978-3-642-37015-1_60,Solving Directed Hamilton Path Problem in Parallel by Improved SN P System,,2011-03-20
10.1109/SCIS-ISIS.2016.0192,Solving Subset Sum Problem Using EN P System with Active Membranes,,2013-03-20
10.14569/IJACSA.2017.080949,A P System for Solving All-Solutions of TSP,,2018-03-20
10.15803/IJNC.8.2_141,An asynchronous P system with branch and bound for solving the satisfiability problem,,2015-03-20
10.1587/TRANSINF.E95.D.746,Solving SAT and Hamiltonian Cycle Problem Using Asynchronous P Systems,,2019-03-20
10.15803/IJNC.4.1_2,Asynchronous P systems for hard graph problems,,2012-03-20
10.1109/IPDPSW.2013.16,Asynchronous P Systems for the Maximum Independent Set and Related Graph Problems,,2013-03-20
10.1007/978-3-642-36751-9_20,On Efficient Algorithms for SAT,,2011-03-20
10.1007/978-3-319-28475-0_14,On the Communication Complexity of the Vertex Cover Problem and 3-Satisfiability Problem in ECP Systems,,2020-03-20
10.1016/j.tcs.2017.12.013,Solving the N-Queens problem using dP systems with active membranes,,2017-03-20
10.1007/S11434-011-4928-7,A membrane evolutionary algorithm for DNA sequence design in DNA computing,,2013-03-20
10.1016/J.IJLEO.2016.06.016,A P system for Hamiltonian cycle problem,,2019-03-20
10.15803/ijnc.10.2_159,P systems with branch and bound for solving two hard graph problems,,2019-03-20
10.1109/NABIC.2010.5716305,Asynchronous P systems for SAT and Hamiltonian cycle problem,,2012-03-20
10.1109/CANDAR.2016.0104,An Asynchronous P System for MAX-SAT,,2011-03-20
10.1007/978-94-007-4516-2_8,Arithmetic P System Without Priority Rules,,2015-03-20
10.33969/eecs.v2.016,Research of Improved Tissue-like P System for Solving Satisfiability Problem,,2015-03-20
10.1109/IPDPS.2009.5160884,Computation with a constant number of steps in membrane computing.,,2015-03-20
10.1007/978-981-10-3611-8_16,A Family P System of Realizing RSA Algorithm,,2019-03-20
10.1109/CANDARW.2019.00051,An Asynchronous P System with Branch and Bound for Solving Hamiltonian Cycle Problem,,2011-03-20
10.1155/2012/415242,Communication P Systems on Simplicial Complexes with Applications in Cluster Analysis,,2014-03-20
10.3390/computation5030032,Anomalous Diffusion within the Transcriptome as a Bio-Inspired Computing Framework for Resilience,,2015-03-20
10.15837/IJCCC.2010.4.2512,Solving Vertex Cover Problem by Means of Tissue P Systems with Cell Separation,,2011-03-20
10.3233/FI-2019-1760,The Hamiltonian Cycle and Travelling Salesman Problems in cP Systems,,2012-03-20
10.1007/978-3-319-11104-9_42,Membrane System for Decision-Making Problems,,2013-03-20
10.1109/BICTA.2009.5338106,Solving multidimensional 0–1 knapsack problem by tissue P systems with cell division,,2013-03-20
10.12733/JICS20104502,P Systems Based on the MapReduce for the Most Value Problem,,2012-03-20
10.1109/CANDARW.2019.00049,An Asynchronous P System Using Branch and Bound for Minimum Graph Coloring,,2019-03-20
10.1109/CANDAR.2017.71,An Asynchronous P System Using Branch and Bound for the Satisfiability Problem,,2019-03-20
10.1007/978-3-642-36751-9,Membrane Computing,,2012-03-20
10.1007/11494669_19,Modeling Neural Processes in Lindenmayer Systems,,2020-03-20
10.1109/CANDAR.2014.38,Reaction Systems for Logical Operations and Sorting,,2014-03-20
10.1109/CANDARW51189.2020.00088,An asynchronous P system for counting sort,,2017-03-20
10.1007/978-3-319-03756-1_23,Accelerated Simulation of Membrane Computing to Solve the N-queens Problem on Multi-core,,2019-03-20
10.1109/BICTA.2009.5338122,Solving 3-coloring problem by tissue P systems with cell separation,,2017-03-20
10.1109/BIC-TA.2011.41,P Systems with 2D Picture Grammars,,2014-03-20
10.1155/2013/424108,A Linear Time Complexity of Breadth-First Search Using P System with Membrane Division,,2017-03-20
10.1109/CANDAR.2015.21,Asynchronous P Systems for a Compare-and-Exchange Operation and Sorting,,2017-03-20
10.1007/s41965-020-00037-z,Tissue P systems with promoter simulation with MeCoSim and P-Lingua framework,,2013-03-20
10.1109/FOCS.2014.71,The Dyck Language Edit Distance Problem in Near-Linear Time,,2018-03-20
10.1109/FOCS.2015.17,Language Edit Distance and Maximum Likelihood Parsing of Stochastic Grammars: Faster Algorithms and Connection to Fundamental Graph Problems,,2015-03-20
10.1051/ita/2017012,Non-primitive words of the form pqm,,2018-03-20
10.1016/j.jlamp.2015.10.009,Extensions of Configuration Structures,,2020-03-20
10.1109/SOSE.2014.12,Correct-by-Construction Web Service Architecture,,2019-03-20
10.4230/LIPIcs.FSCD.2019.23,The Sub-Additives: A Proof Theory for Probabilistic Choice extending Linear Logic,,2018-03-20
10.4230/LIPIcs.FSTTCS.2019.30,Minimisation of Event Structures,,2016-03-20
10.1007/3-540-45605-8,Process Algebra and Probabilistic Methods: Performance Modeling and Verification,,2017-03-20
10.1017/S0960129518000452,Constructing weak simulations from linear implications for processes with private names,,2013-03-20
10.1007/978-3-319-51963-0_11,Configuration- and Residual-Based Transition Systems for Event Structures with Asymmetric Conflict,,2019-03-20
10.1109/TASE.2007.5,A Semantic Preorder on Refinement and Fairness,,2014-03-20
10.1145/3387909,Monotone Precision and Recall Measures for Comparing Executions and Specifications of Dynamic Systems,,2011-03-20
10.1016/j.is.2011.04.002,Process compliance analysis based on behavioural profiles,,2019-03-20
10.1016/j.jlamp.2015.12.007,Declarative event based models of concurrency and refinement in psi-calculi,,2011-03-20
10.1007/978-3-642-30409-5_7,Ad hoc Changes of Process Instances,,2013-03-20
10.1007/978-3-540-75227-1_10,Maintaining Information Flow Security Under Refinement and Transformation,,2016-03-20
10.1007/978-3-319-91268-4_7,From Event-Oriented Models to Transition Systems,,2016-03-20
10.1007/3-540-48340-3,Mathematical Foundations of Computer Science 1999,,2014-03-20
10.47893/ijcct.2015.1269,A Structural and Behavioral Analysis Approach for Process Model Evaluation.,,2020-03-20
10.1016/j.is.2010.12.004,Perceived consistency between process models,,2016-03-20
10.1109/ISISE.2008.15,Event Structure Model for Interactive Markov Chains,,2014-03-20
10.1016/j.ic.2010.12.002,Model-checking games for fixpoint logics with partial order models,,2013-03-20
10.1007/978-3-642-30409-5_12,Constraint-Based Process Models,,2013-03-20
10.1109/ICECCS.2005.79,The preservation of interleaving equivalences,,2019-03-20
10.1016/j.entcs.2005.04.013,Truly Concurrent Logic via In-Between Specification,,2012-03-20
10.3233/FI-2015-1243,A Causal View on Non-Interference,,2019-03-20
10.1007/978-3-642-30409-5_9,Process Evolution and Instance Migration,,2014-03-20
10.1006/inco.2001.2967,Vertical Implementation,,2017-03-20
10.3233/FI-2017-1531,Semantics for Specialising Attack Trees based on Linear Logic,,2013-03-20
10.1007/978-3-540-71316-6_23,The Java Memory Model: Operationally  Denotationally  Axiomatically,,2017-03-20
10.1007/3-540-44988-4_7,Executing Transactions in Zero-Safe Nets,,2019-03-20
10.1007/978-3-540-30468-5_9,Disjoint and Overlapping Process Changes: Challenges  Solutions  Applications,,2018-03-20
10.1007/978-3-642-31131-4_11,Maximal Confluent Processes,,2016-03-20
10.1016/j.ipl.2003.11.008,A completed hierarchy of true concurrent equivalences,,2019-03-20
10.1016/j.jlap.2006.11.002,Reversing algebraic process calculi,,2014-03-20
10.1109/SEFM.2005.30,On compatibility and behavioural substitutability of component protocols,,2019-03-20
10.1007/978-3-642-15375-4_11,A Logic for True Concurrency,,2019-03-20
10.4230/LIPIcs.CONCUR.2016.31,Private Names in Non-Commutative Logic,,2015-03-20
10.1016/j.tcs.2017.10.004,Multilevel transitive and intransitive non-interference  causally,,2018-03-20
10.1007/978-3-642-30409-5_13,User- and Data-Driven Processes,,2018-03-20
10.1007/978-3-642-45005-1_41,Process Refinement Validation and Explanation with Ontology Reasoning,,2019-03-20
10.4204/EPTCS.300.6,Conflict vs Causality in Event Structures,,2014-03-20
10.1016/B978-044482830-9/50033-3,Process Algebras with Localities,,2014-03-20
10.1145/3167132.3167141,Conceptual modeling of inter-dependencies between processes and data,,2018-03-20
10.4204/EPTCS.166.3,Concurrency Models with Causality and Events as Psi-calculi,,2017-03-20
10.6100/IR644335,Process mining in flexible environments,,2018-03-20
10.1109/SAMOS.2014.6893194,On tokens and signals: Bridging the semantic gap between dataflow models and hardware implementations,,2013-03-20
10.1007/978-3-642-19589-1_7,Generalised Computation of Behavioural Profiles Based on Petri-Net Unfoldings,,2017-03-20
10.31144/bncc.cs.2542-1972.2019.n43.p21-38,Transition system semantics for flow event structures,,2017-03-20
10.1016/j.entcs.2007.08.018,Reversibility and Models for Concurrency,,2019-03-20
10.1007/978-3-319-12736-1_25,Hereditary History-Preserving Bisimilarity: Logics and Automata,,2013-03-20
10.1007/978-3-319-08494-7_1,Concurrency and Reversibility,,2011-03-20
10.1016/B978-044482830-9/50034-5,Action Refinement,,2011-03-20
10.4230/LIPIcs.CALCO.2015.101,Partial Higher-dimensional Automata,,2014-03-20
10.1109/EDOC.2006.71,Towards Advanced Interaction Design Concepts,,2014-03-20
10.1007/s00354-018-0040-8,Reversing Event Structures,,2019-03-20
10.1561/1000000034,Rigorous System Design,,2014-03-20
10.1007/978-3-540-78769-3_14,Action Refinement in Process Algebra and Security Issues,,2019-03-20
10.1007/978-3-642-30409-5_16,Alaska Simulator Toolset,,2016-03-20
10.4204/EPTCS.64.9,Synchrony vs. Causality in Asynchronous Petri Nets,,2018-03-20
10.1016/j.ipl.2007.03.008,Generating non-conspiratorial executions,,2013-03-20
10.1007/978-3-642-13094-6_37,The ICoP Framework: Identification of Correspondences between Process Models,,2017-03-20
10.1145/1141277.1141712,Symmetry in event structures,,2011-03-20
10.1016/j.entcs.2005.12.063,Interface Automata with Complex Actions,,2017-03-20
10.3929/ETHZ-A-010892776,Formal Verification of Fault-Tolerant Systems,,2020-03-20
10.1007/3-540-45541-8,Unifying Petri Nets,,2017-03-20
10.4204/EPTCS.209.4,A logic for n-dimensional hierarchical refinement,,2016-03-20
10.1007/978-3-319-07734-5_11,Non-interference by Unfolding,,2017-03-20
10.1007/11766155_19,Possibilistic Information Flow Control in MAKS and Action Refinement,,2012-03-20
10.1007/3-540-36206-1_26,Hereditary History Preserving Bisimulation Is Decidable for Trace-Labelled Systems,,2016-03-20
10.1007/978-3-642-30409-5_2,Process-Aware Information Systems,,2014-03-20
10.1007/978-3-642-30409-5_8,Monitoring and Mining Flexible Processes,,2018-03-20
10.1155/2014/352152,Unified Mathematical Framework for Slicing and Symmetry Reduction over Event Structures,,2017-03-20
10.1007/978-3-642-00596-1_5,Logics and Bisimulation Games for Concurrency  Causality and Conflict,,2020-03-20
10.1109/PDCAT.2005.231,Symmetry and Autobisimulation,,2012-03-20
10.1007/s11219-011-9165-4,Model-based pairwise testing for feature interaction coverage in software product line engineering,,2011-03-20
10.1007/3-540-46541-3_30,Hereditary History Preserving Bisimilarity Is Undecidable,,2012-03-20
10.1007/3-540-45541-8_12,Transactions and Zero-Safe Nets,,2020-03-20
10.1007/978-3-642-13094-6_38,Process Compliance Measurement Based on Behavioural Profiles,,2012-03-20
10.4230/LIPIcs.CONCUR.2020.7,How Reversibility Can Solve Traditional Questions: The Example of Hereditary History-Preserving Bisimulation,,2011-03-20
10.1007/978-3-642-30409-5_5,Process Configuration Support,,2012-03-20
10.1109/TASE.2007.49,Symmetry in Process Algebra,,2017-03-20
10.1006/inco.1999.2819,Zero-Safe Nets: Comparing the Collective and Individual Token Approaches,,2013-03-20
10.1007/978-3-319-39519-7_1,Multilevel Transitive and Intransitive Non-interference  Causally,,2016-03-20
10.1007/978-3-642-30409-5_11,Concretizing Loosely Specified Processes,,2020-03-20
10.29007/KLCL,The Glory of the Past and Geometrical Concurrency.,,2017-03-20
10.1007/978-3-642-21640-4_21,A Foundational Approach for Managing Process Variability,,2018-03-20
10.1016/S1571-0661(05)80495-5,Taking decisions late: end-based choice combined with action refinement,,2013-03-20
10.1007/978-3-540-87877-3_21,On the Formal Semantics of Change Patterns in Process-Aware Information Systems,,2019-03-20
10.1093/logcom/exv032,On fixpoint logics and equivalences for processes with restricted nondeterminism,,2015-03-20
10.1007/978-3-319-94634-4,Comparing and Aligning Process Representations,,2013-03-20
10.4018/978-1-4666-4301-7.CH022,A Method for Model-Driven Information Flow Security,,2016-03-20
10.4204/EPTCS.120.3,Adding Priority to Event Structures,,2016-03-20
10.11648/J.AJOMIS.20190402.11,Detecting FNE in Sound Free-choice Petri Net with Data,,2020-03-20
10.1007/s00236-019-00356-4,Coupled similarity: the first 32 years,,2017-03-20
10.18452/2477,Entwurf und Verifikation nachrichtenbasierter verteilter Algorithmen durch verteilende Verfeinerung,,2016-03-20
10.18452/15643,Entwurf und Verifikation von Petrinetzmodellen verteilter Algorithmen durch Verfeinerung unverteilter Algorithmen,,2016-03-20
10.1109/ICECCS.2001.930164,Action refinement for true concurrent real time,,2020-03-20
10.1007/978-3-642-30409-5_15,AristaFlow BPM Suite,,2011-03-20
10.1007/978-3-642-30409-5,Enabling Flexibility in Process-Aware Information Systems,,2019-03-20
10.1007/978-3-319-40578-0_1,Rigid Families for the Reversible π-Calculus,,2012-03-20
10.1007/978-3-642-30409-5_3,Flexibility Issues in Process-Aware Information Systems,,2012-03-20
10.1007/978-3-642-21834-7_14,On the Origin of Events: Branching Cells as Stubborn Sets,,2017-03-20
10.1007/978-3-540-78163-9_13,Model Checking for Action Abstraction,,2012-03-20
10.1007/978-3-319-15317-9_17,Intransitive Non-Interference by Unfolding,,2014-03-20
10.18725/OPARU-3244,Abstraction  visualization  and evolution of process models,,2017-03-20
10.1007/978-3-642-31131-4_10,Data and Abstraction for Scenario-Based Modeling with Petri Nets,,2017-03-20
10.1007/978-3-319-44960-9,Behavioural Models,,2020-03-20
10.1587/TRANSINF.E94.D.1321,Comparing Process Behaviors with Finite Chu Spaces,,2012-03-20
10.1007/s10796-007-9040-9,The adequacy of languages for representing interaction mechanisms,,2013-03-20
10.1017/S0960129511000429,A hierarchy of reverse bisimulations on stable configuration structures,,2014-03-20
10.1017/S0960129513000510,Event Identifier Logic,,2020-03-20
10.1007/11914853_19,Change Mining in Adaptive Process Management Systems,,2011-03-20
10.1007/978-0-387-39940-9_3527,Schema Evolution in Process Management Systems,,2019-03-20
10.1109/SCC.2009.58,Change Propagation in Process Models Using Behavioural Profiles,,2011-03-20
10.1016/j.tcs.2003.10.031,Well-behaved flow event structures for parallel composition and action refinement,,2016-03-20
10.1007/978-3-642-30409-5_17,Existing Tool Support for Flexible Processes,,2016-03-20
10.18725/OPARU-2462,A formal semantics of time patterns for process-aware information systems,,2020-03-20
10.1109/LICS.2006.30,Independence and Concurrent Separation Logic,,2017-03-20
10.1504/IJBPIM.2008.019348,Using process mining to learn from process changes in evolutionary systems,,2012-03-20
10.1109/ACCESS.2019.2933247,Behavior Analysis for Electronic Commerce Trading Systems: A Survey,,2011-03-20
10.1007/978-3-540-45187-7_4,Bundle Event Structures and CCSP,,2020-03-20
10.1016/j.jlamp.2016.08.004,Contextual equivalences in configuration structures and reversibility,,2019-03-20
10.4204/EPTCS.148.5,Actor Network Procedures as Psi-calculi for Security Ceremonies,,2019-03-20
10.1016/j.jlamp.2015.07.004,Reversibility and asymmetric conflict in event structures,,2011-03-20
10.1007/978-3-319-08494-7,Reversible Computation,,2012-03-20
10.1145/2611462.2611517,Rigorous system design,,2017-03-20
10.12785/AMIS/080454,Approximate Bisimulation Equivalence and Variable Refinement,,2015-03-20
10.1007/3-540-45605-8_6,Action Refinement for Probabilistic Processes with True Concurrency Models,,2019-03-20
10.1007/11690634_17,Reversing Algebraic Process Calculi,,2018-03-20
10.1007/3-540-48340-3_32,On Plain and Hereditary History-Preserving Bisimulation,,2016-03-20
10.1007/978-3-642-30409-5_4,Process Modeling and Flexibility-by-Design,,2015-03-20
10.1007/978-3-642-30409-5_10,Business Process Compliance,,2014-03-20
10.1007/s00165-006-0088-y,Action Refinement Applied to Late Decisions,,2011-03-20
10.1007/978-3-642-40184-8_22,Reversibility and Asymmetric Conflict in Event Structures,,2014-03-20
10.29007/kkds,Unifying Equivalences for Timed Transition Systems,,2011-03-20
10.1007/978-3-030-39322-9_15,Language Inclusion for Finite Prime Event Structures,,2012-03-20
10.1007/s11265-015-0971-y,Tokens vs. Signals: On Conformance between Formal Models of Dataflow and Hardware,,2019-03-20
10.1016/j.scico.2017.06.001,Simulation-based matching of cloud applications,,2019-03-20
10.1007/978-3-540-73770-4_8,Symbolic Execution Techniques for Refinement Testing,,2019-03-20
10.1016/j.tcs.2013.01.002,Information flow in systems with schedulers  Part II: Refinement,,2012-03-20
10.4204/EPTCS.189.7,Reversible Barbed Congruence on Configuration Structures,,2012-03-20
10.1007/3-540-45793-3_14,Configuration Theories,,2016-03-20
10.4204/EPTCS.18.5,Reverse Bisimulations on Stable Configuration Structures,,2011-03-20
10.1007/978-3-540-30206-3_17,The Influence of Durational Actions on Time Equivalences,,2015-03-20
10.1109/ICSESS.2017.8342914,Variable refinement on semi-algebraic flow event structure,,2019-03-20
10.1007/978-3-642-28729-9_22,On Distributability of Petri Nets,,2018-03-20
10.4204/EPTCS.64.8,A Logic with Reverse Modalities for History-preserving Bisimulations,,
10.1007/978-3-642-30409-5_14,A Framework for Object-Aware Processes,,2015-03-20
10.1016/S1571-0661(05)80496-7,Refinement of actions in a real-time process algebra with a true concurrency model,,2019-03-20
10.1007/3-540-45694-5_36,Refinement-Robust Fairness,,2012-03-20
10.2168/LMCS-9(3:17)2013,On Characterising Distributability,,2014-03-20
10.1007/b100824,Formal Techniques  Modelling and Analysis of Timed and Fault-Tolerant Systems,,2013-03-20
10.1109/HASE.2000.895442,A stochastic extension of a behavioural subset of UML statechart diagrams,,2014-03-20
10.1016/J.IS.2010.09.006,Similarity of business process models: Metrics and evaluation,,2019-03-20
10.1016/j.is.2015.10.002,Process time patterns: A formal foundation,,2011-03-20
10.1016/J.MECHRESCOM.2012.03.008,Random walk on graphs: An application to the double diffusivity model,,2017-03-20
10.3233/FI-2011-505,Multiplicative Transition Systems,,2018-03-20
10.4204/EPTCS.324.7,On the Parameterized Complexity of Synthesizing Boolean Petri Nets With Restricted Dependency (Technical Report),,2014-03-20
10.1007/978-3-540-27793-4_1,Positive Non-interference in Elementary and Trace Nets,,
10.1017/S0960129509990120,Structural non-interference in elementary and trace nets,,2019-03-20
10.1109/TSMCA.2008.923043,Extending WebDAV With Multiple-Granularity Locking,,2016-03-20
10.1007/978-3-319-07151-0_13,POSIX Regular Expression Parsing with Derivatives,,2011-03-20
10.4230/LIPIcs.MFCS.2019.71,From Regular Expression Matching to Parsing,,2018-03-20
10.1007/978-3-642-39274-0_7,Two-Pass Greedy Regular Expression Parsing,,2014-03-20
10.1007/978-3-642-21254-3_32,Bit-coded Regular Expression Parsing,,2020-03-20
10.1109/WCRE.2003.1287251,RegReg: a lightweight generator of robust parsers for irregular languages,,2015-03-20
10.7287/PEERJ.PREPRINTS.1248V1,Efficiently extracting full parse trees using regular expressions with capture groups,,2019-03-20
10.1007/978-3-540-27836-8_53,Greedy Regular Expression Matching,,2020-03-20
10.1007/978-3-642-18098-9_25,Disambiguation in Regular Expression Matching via Position Automata with Augmented Transitions,,2013-03-20
10.1007/978-3-319-10882-7_14,Optimally Streaming Greedy Regular Expression Parsing,,2018-03-20
